FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Year,Value
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployed_2021,768
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployed_2021,"3,636"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployed_2021,"2,532"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployed_2021,"4,539"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployed_2021,845
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployed_2021,"5,989"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployed_2021,748
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployed_2021,"6,171"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployed_2021,"7,501"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployed_2021,487
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployed_2021,"27,658"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployed_2021,"33,897"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployed_2021,"1,124"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployed_2021,"2,388"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployed_2021,615
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployed_2021,862
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployed_2021,"3,599"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployed_2021,"2,832"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployed_2021,"1,879"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployed_2021,"19,295"
36000,NY,New York,,,,Unemployed_2021,"671,757"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployed_2021,"7,015"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployed_2021,969
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployed_2021,"84,496"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployed_2021,"4,332"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployed_2021,"1,768"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployed_2021,"1,691"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployed_2021,"2,980"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployed_2021,"1,839"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployed_2021,972
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployed_2021,"1,663"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployed_2021,"1,179"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployed_2021,"1,144"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployed_2021,893
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployed_2021,"6,457"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployed_2021,"23,998"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployed_2021,806
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployed_2021,923
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployed_2021,"1,249"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployed_2021,"1,273"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployed_2021,"1,024"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployed_2021,101
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployed_2021,"1,612"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployed_2021,"2,248"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployed_2021,"124,532"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployed_2021,591
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployed_2021,"1,320"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployed_2021,"1,494"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployed_2021,"18,857"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployed_2021,"1,253"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployed_2021,"32,156"
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployed_2021,"70,041"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Unemployed_2021,"5,510"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Unemployed_2021,"5,153"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Unemployed_2021,"10,964"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Unemployed_2021,"2,389"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Unemployed_2021,"8,812"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Unemployed_2021,891
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Unemployed_2021,"2,899"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Unemployed_2021,"1,221"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Unemployed_2021,"2,140"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Unemployed_2021,"111,517"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Unemployed_2021,"3,599"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Unemployed_2021,"20,020"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Unemployed_2021,"6,905"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Unemployed_2021,"2,245"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Unemployed_2021,"4,616"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Unemployed_2021,"3,835"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Unemployed_2021,676
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Unemployed_2021,403
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Unemployed_2021,721
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Unemployed_2021,"2,099"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Unemployed_2021,"35,997"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Unemployed_2021,"1,794"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Unemployed_2021,992
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Unemployed_2021,"1,875"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Unemployed_2021,"4,098"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Unemployed_2021,"1,543"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Unemployed_2021,"1,279"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Unemployed_2021,"1,951"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Unemployed_2021,"23,473"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Unemployed_2021,819
36123,NY,"Yates County, NY",1.0,1.0,1.0,Unemployed_2021,450
24000,MD,Maryland,,,,Unemployment_rate_2021,5.3
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Unemployment_rate_2021,5.9
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.4
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Unemployment_rate_2021,5.2
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.2
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployment_rate_2021,4.5
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployment_rate_2021,3.9
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.8
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployment_rate_2021,5.3
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployment_rate_2021,5.3
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.4
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployment_rate_2021,4.9
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.4
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.0
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployment_rate_2021,5.1
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployment_rate_2021,5.1
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployment_rate_2021,6.8
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployment_rate_2021,4.0
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployment_rate_2021,4.1
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployment_rate_2021,6.9
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployment_rate_2021,5.0
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployment_rate_2021,5.0
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployment_rate_2021,5.6
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployment_rate_2021,7.5
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployment_rate_2021,7.0
36000,NY,New York,,,,Unemployment_rate_2021,7.0
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.4
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployment_rate_2021,5.0
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployment_rate_2021,13.8
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployment_rate_2021,5.3
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployment_rate_2021,5.3
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployment_rate_2021,4.7
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployment_rate_2021,5.6
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployment_rate_2021,5.3
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployment_rate_2021,4.4
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployment_rate_2021,4.7
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployment_rate_2021,3.9
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployment_rate_2021,5.1
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployment_rate_2021,4.7
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.5
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployment_rate_2021,5.4
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployment_rate_2021,4.8
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployment_rate_2021,4.8
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployment_rate_2021,5.5
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployment_rate_2021,4.3
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployment_rate_2021,5.0
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployment_rate_2021,4.5
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployment_rate_2021,5.8
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployment_rate_2021,5.1
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployment_rate_2021,10.3
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployment_rate_2021,5.1
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.4
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.6
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployment_rate_2021,5.2
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployment_rate_2021,5.7
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.5
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployment_rate_2021,7.7
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Unemployment_rate_2021,5.6
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Unemployment_rate_2021,5.1
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.9
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.3
36071,NY,"Orange County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.7
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Unemployment_rate_2021,5.2
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Unemployment_rate_2021,5.5
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Unemployment_rate_2021,4.5
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.2
36081,NY,"Queens County, NY",1.0,1.0,1.0,Unemployment_rate_2021,9.8
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.4
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Unemployment_rate_2021,8.9
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.4
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Unemployment_rate_2021,5.2
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Unemployment_rate_2021,3.8
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.9
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.6
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Unemployment_rate_2021,4.9
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Unemployment_rate_2021,4.7
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Unemployment_rate_2021,5.0
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.6
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Unemployment_rate_2021,4.9
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Unemployment_rate_2021,4.5
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Unemployment_rate_2021,3.8
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Unemployment_rate_2021,4.7
36113,NY,"Warren County, NY",3.0,2.0,1.0,Unemployment_rate_2021,4.9
36115,NY,"Washington County, NY",3.0,2.0,1.0,Unemployment_rate_2021,4.6
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.5
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Unemployment_rate_2021,4.8
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Unemployment_rate_2021,4.5
36123,NY,"Yates County, NY",1.0,1.0,1.0,Unemployment_rate_2021,3.9
24000,MD,Maryland,,,,Civilian_labor_force_2022,"3,171,513"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Civilian_labor_force_2022,"31,102"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"313,385"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"443,836"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"49,346"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Civilian_labor_force_2022,"17,107"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"94,578"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"53,761"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"86,546"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Civilian_labor_force_2022,"15,983"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"136,010"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Civilian_labor_force_2022,"14,983"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"139,847"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"187,382"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Civilian_labor_force_2022,"9,734"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"546,813"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"496,637"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"28,005"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Civilian_labor_force_2022,"57,662"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Civilian_labor_force_2022,"9,019"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Civilian_labor_force_2022,"17,483"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Civilian_labor_force_2022,"72,276"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Civilian_labor_force_2022,"51,069"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Civilian_labor_force_2022,"25,185"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Civilian_labor_force_2022,"273,763"
36000,NY,New York,,,,Civilian_labor_force_2022,"9,616,989"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"159,594"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Civilian_labor_force_2022,"19,108"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"603,694"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"82,307"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Civilian_labor_force_2022,"32,844"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Civilian_labor_force_2022,"35,580"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Civilian_labor_force_2022,"53,318"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"34,832"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Civilian_labor_force_2022,"21,872"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Civilian_labor_force_2022,"35,418"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Civilian_labor_force_2022,"30,539"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Civilian_labor_force_2022,"22,719"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Civilian_labor_force_2022,"18,575"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"145,231"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"444,485"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Civilian_labor_force_2022,"16,501"
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Civilian_labor_force_2022,"18,961"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Civilian_labor_force_2022,"22,433"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Civilian_labor_force_2022,"29,695"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Civilian_labor_force_2022,"20,288"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Civilian_labor_force_2022,"2,197"
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"27,354"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"44,238"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"1,208,843"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Civilian_labor_force_2022,"11,669"
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"30,331"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"32,900"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"365,242"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Civilian_labor_force_2022,"22,317"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"729,471"
36061,NY,"New York County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"919,101"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"98,124"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"100,117"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"224,277"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"55,909"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"190,481"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"17,176"
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"52,915"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Civilian_labor_force_2022,"27,070"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"51,546"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"1,141,061"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"82,323"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"227,068"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"159,361"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Civilian_labor_force_2022,"42,939"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"121,807"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"78,021"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"14,798"
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Civilian_labor_force_2022,"8,051"
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Civilian_labor_force_2022,"14,852"
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Civilian_labor_force_2022,"41,353"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"800,832"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Civilian_labor_force_2022,"37,373"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Civilian_labor_force_2022,"22,261"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"50,077"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"87,617"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"31,288"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Civilian_labor_force_2022,"27,552"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"43,492"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"496,415"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Civilian_labor_force_2022,"17,510"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Civilian_labor_force_2022,"11,671"
24000,MD,Maryland,,,,Employed_2022,"3,068,700"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Employed_2022,"29,849"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Employed_2022,"304,493"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Employed_2022,"429,164"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Employed_2022,"47,891"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Employed_2022,"16,581"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Employed_2022,"92,067"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Employed_2022,"51,972"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Employed_2022,"83,670"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Employed_2022,"15,408"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Employed_2022,"131,997"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Employed_2022,"14,466"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Employed_2022,"135,697"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Employed_2022,"182,454"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Employed_2022,"9,384"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Employed_2022,"530,944"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Employed_2022,"479,080"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Employed_2022,"27,231"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Employed_2022,"55,891"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Employed_2022,"8,588"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Employed_2022,"16,895"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Employed_2022,"69,875"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Employed_2022,"49,104"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Employed_2022,"23,919"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Employed_2022,"262,081"
36000,NY,New York,,,,Employed_2022,"9,205,821"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Employed_2022,"154,764"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Employed_2022,"18,337"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Employed_2022,"556,635"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Employed_2022,"79,201"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Employed_2022,"31,521"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Employed_2022,"34,363"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Employed_2022,"51,257"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Employed_2022,"33,560"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Employed_2022,"21,156"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Employed_2022,"34,236"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Employed_2022,"29,703"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Employed_2022,"21,863"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Employed_2022,"17,895"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Employed_2022,"140,788"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Employed_2022,"428,562"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Employed_2022,"15,910"
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Employed_2022,"18,282"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Employed_2022,"21,548"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Employed_2022,"28,769"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Employed_2022,"19,572"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Employed_2022,"2,103"
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Employed_2022,"26,285"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Employed_2022,"42,464"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Employed_2022,"1,137,876"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Employed_2022,"11,202"
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Employed_2022,"29,334"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Employed_2022,"31,794"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Employed_2022,"352,688"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Employed_2022,"21,420"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Employed_2022,"708,503"
36061,NY,"New York County, NY",1.0,1.0,1.0,Employed_2022,"876,980"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Employed_2022,"94,379"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Employed_2022,"96,564"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Employed_2022,"216,902"
